NUMBER,UNIT_NAME,STATE,NPS REGION,NPCA REGION,COMMON NAME,SPECIES,TAXA,STATUS
1052,Mississippi National River and Recreation Area,MN,Midwest,Midwest,Winged Mapleleaf,Quadrula fragosa,Clams and Mussels,Endangered
1053,Missouri National Recreation River,SD,Midwest,Midwest,Higgins eye (pearlymussel),Lampsilis higginsii,Clams and Mussels,Endangered
1054,Missouri National Recreation River,SD,Midwest,Midwest,Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered
1055,Missouri National Recreation River,SD,Midwest,Midwest,Eskimo curlew,Numenius borealis,Birds,Endangered
1056,Missouri National Recreation River,SD,Midwest,Midwest,Scaleshell mussel,Leptodea leptodon,Clams and Mussels,Endangered
1057,Missouri National Recreation River,SD,Midwest,Midwest,Whooping crane,Grus americana,Birds,Endangered; Experimental
1058,Missouri National Recreation River,SD,Midwest,Midwest,American burying beetle,Nicrophorus americanus,Insects,Endangered; Experimental
1059,Mojave National Preserve,CA,Pacific West ,Pacific,Desert tortoise,Gopherus agassizii,Reptiles,Threatened
1060,Mojave National Preserve,CA,Pacific West ,Pacific,Mohave tui chub,Gila bicolor ssp. mohavensis,Fishes,Endangered
1061,Mojave National Preserve,CA,Pacific West ,Pacific,Pahrump poolfish,Empetrichthys latos,Fishes,Endangered
1062,Montezuma Castle National Monument,AZ,Intermountain ,Southwest,Chiricahua leopard frog,Rana chiricahuensis,Amphibians,Threatened
1063,Montezuma Castle National Monument,AZ,Intermountain ,Southwest,Yellow-billed Cuckoo,Coccyzus americanus,Birds,Threatened
1064,Montezuma Castle National Monument,AZ,Intermountain ,Southwest,Gila chub,Gila intermedia,Fishes,Endangered
1065,Montezuma Castle National Monument,AZ,Intermountain ,Southwest,Spikedace,Meda fulgida,Fishes,Endangered
1066,Montezuma Castle National Monument,AZ,Intermountain ,Southwest,Woundfin,Plagopterus argentissimus,Fishes,Endangered; Experimental
1067,Moores Creek National Battlefield,NC,Southeast,Southeast,American chaffseed,Schwalbea americana,Flowering Plants,Endangered
1068,Mount Rainier National Park,WA,Pacific West ,Northwest,Bull trout,Salvelinus confluentus,Fishes,Threatened
1069,Mount Rainier National Park,WA,Pacific West ,Northwest,Chinook salmon,Oncorhynchus (=Salmo) tshawytscha,Fishes,Endangered
1070,Mount Rainier National Park,WA,Pacific West ,Northwest,Marbled murrelet,Brachyramphus marmoratus,Birds,Threatened
1071,Mount Rainier National Park,WA,Pacific West ,Northwest,Northern spotted owl,Strix occidentalis caurina,Birds,Threatened
1072,Mount Rainier National Park,WA,Pacific West ,Northwest,Gray Wolf,Canis lupus ,Mammals,Endangered
1073,Muir Woods National Monument,CA,Pacific West ,Pacific,Marbled murrelet,Brachyramphus marmoratus,Birds,Threatened
1074,Muir Woods National Monument,CA,Pacific West ,Pacific,Menzies' wallflower,Erysimum menziesii,Flowering Plants,Endangered
1075,Natchez National Historical Park,MS,Southeast,Southeast,Fat pocketbook,Potamilus capax,Clams and Mussels,Endangered
1076,Natchez Trace Parkway,"AL, MS, TN",Southeast,Southeast,Bayou darter,Etheostoma rubrum,Fishes,Threatened
1077,Natchez Trace Parkway,"AL, MS, TN",Southeast,Southeast,Price's potato-bean,Apios priceana,Flowering Plants,Threatened
1078,Natchez Trace Parkway,"AL, MS, TN",Southeast,Southeast,Ringed map turtle,Graptemys oculifera,Reptiles,Threatened
1079,Natchez Trace Parkway,"AL, MS, TN",Southeast,Southeast,Short's bladderpod,Physaria globosa,Flowering Plants,Endangered
1080,Natchez Trace Parkway,"AL, MS, TN",Southeast,Southeast,Slackwater darter,Etheostoma boschungi,Fishes,Threatened
1081,Natchez Trace Parkway,MS,Southeast,Southeast,Leafy prairie-clover,Dalea foliosa,Flowering Plants,Endangered
1082,Natchez Trace Parkway,MS,Southeast,Southeast,White fringeless orchid,Platanthera integrilabia,Flowering Plants,Threatened
1083,Natchez Trace Parkway,MS,Southeast,Southeast,Gray bat,Myotis grisescens,Mammals,Endangered
1084,Natchez Trace Parkway,MS,Southeast,Southeast,Mitchell's satyr Butterfly,Neonympha mitchellii mitchellii,Insects,Endangered
1085,Natchez Trace Parkway,MS,Southeast,Southeast,Tennessee yellow-eyed grass,Xyris tennesseensis,Flowering Plants,Endangered
1086,National Park of American Samoa,AS,Pacific West ,Pacific,Friendly Ground-Dove,Gallicolumba stairi,Birds,Endangered
1087,National Park of American Samoa,AS,Pacific West ,Pacific,Pacific sheath-tailed Bat,Emballonura semicaudata semicaudata,Mammals,Endangered
1088,National Park of American Samoa,AS,Pacific West ,Pacific,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
